MEDV	Linear Regression	SVM	Fold	SVM (1)	Linear Regression (1)	CRIM	ZN	INDUS	CHAS	NOX	RM	AGE	DIS	RAD	TAX	PTRATIO	B	LSTAT
27.5	20.53330439098879	14.566044020240206	6	13.20224514261483	19.992372407323966	14.4383	0.0	18.1	0.0	0.597	6.852	100.0	1.4655	24.0	666.0	20.2	179.36	19.78
11.7	16.322095576777734	13.80109261344769	6	12.571412373596552	16.612352092340174	13.9134	0.0	18.1	0.0	0.713	6.208	95.0	2.2222	24.0	666.0	20.2	100.63	15.17
37.3	35.366032847048245	26.83545144130795	6	27.99727841018182	35.14141140016021	0.07886	80.0	4.95	0.0	0.411	7.148	27.7	5.1167	4.0	245.0	19.2	396.9	3.56
48.8	39.8177259118598	29.99109887420019	6	31.114042490608625	40.82160661738896	0.52014	20.0	3.97	0.0	0.647	8.398	91.5	2.2885	5.0	264.0	13.0	386.86	5.91
28.4	28.661051741777257	25.78136543586303	6	26.281228823695862	28.671681188143886	0.12204	0.0	2.89	0.0	0.445	6.625	57.8	3.4952	2.0	276.0	18.0	357.98	6.65
17.4	15.729531608134995	16.583741461601836	6	15.472736396669447	15.785768738129903	0.32264	0.0	21.89	0.0	0.624	5.942	93.5	1.9669	4.0	437.0	21.2	378.25	16.9
15.6	11.175554810962218	16.67697708015699	6	15.337327143128832	11.739915674285143	4.0974	0.0	19.58	0.0	0.871	5.468	100.0	1.4118	5.0	403.0	14.7	396.9	26.42
21.7	24.094686963523564	22.170614775230856	6	21.437849773372893	23.827289717936036	0.08199	0.0	13.92	0.0	0.437	6.009	42.3	5.5027	4.0	289.0	16.0	396.9	10.4
20.0	22.79442277922942	20.662126747890852	6	20.601459647772685	22.689787824483197	0.10153	0.0	12.83	0.0	0.437	6.279	74.5	4.0522	5.0	398.0	18.7	373.66	11.97
28.5	34.593669274832656	26.148800723581726	6	27.01014068424055	34.341964168921635	0.03502	80.0	4.95	0.0	0.411	6.861	27.9	5.1167	4.0	245.0	19.2	396.9	3.33
28.2	34.121642471969565	27.24001280653561	6	28.13669764388294	33.766661796301236	0.04932	33.0	2.18	0.0	0.472	6.849	70.3	3.1827	7.0	222.0	18.4	396.9	7.53
18.7	18.386015649698898	17.46391900614777	6	18.33754679538972	18.557262126496155	0.14932	25.0	5.13	0.0	0.453	5.741	66.2	7.2254	8.0	284.0	19.7	395.11	13.15
21.7	20.563792458340316	20.407041799622295	6	19.96861637702207	22.483295308458942	3.8497	0.0	18.1	1.0	0.77	6.395	91.0	2.5052	24.0	666.0	20.2	391.34	13.27
23.8	24.5221332838676	23.171093724424004	6	23.3470193197013	24.904059994017896	0.1676	0.0	7.38	0.0	0.493	6.426	52.3	4.5404	5.0	287.0	19.6	396.9	7.2
26.4	24.5033925357911	18.46380203028105	6	20.208660662637215	23.754722132090986	0.08308	0.0	2.46	0.0	0.488	5.604	89.8	2.9879	3.0	193.0	17.8	391.0	13.98
27.5	31.9287980272316	25.702838102589777	6	25.542050690209535	31.877622777849766	0.62356	0.0	6.2	1.0	0.507	6.879	77.7	3.2721	8.0	307.0	17.4	390.39	9.93
27.5	14.990024765012638	18.513831400118665	6	19.642392571193692	16.37010937272815	4.55587	0.0	18.1	0.0	0.718	3.561	87.9	1.6132	24.0	666.0	20.2	354.7	7.12
21.7	20.180222594612786	21.328695803891403	6	20.55477933227017	20.359253272626503	0.09378	12.5	7.87	0.0	0.524	5.889	39.0	5.4509	5.0	311.0	15.2	390.5	15.71
41.3	32.50861190933877	27.025799360462408	6	25.5742181435626	33.07807602644712	1.22358	0.0	19.58	0.0	0.605	6.943	97.4	1.8773	5.0	403.0	14.7	363.43	4.59
50.0	33.36684531295807	22.726761401941733	6	22.876401932936975	34.74303788307495	6.53876	0.0	18.1	1.0	0.631	7.016	97.5	1.2024	24.0	666.0	20.2	392.05	2.96
13.3	19.414225241160942	15.311215151186417	6	13.980499242668504	20.02857326165359	9.82349	0.0	18.1	0.0	0.671	6.794	98.8	1.358	24.0	666.0	20.2	396.9	21.24
26.2	22.550526642639507	24.0439109600447	6	23.825973543681915	23.475853387403067	0.19073	22.0	5.86	0.0	0.431	6.718	17.5	7.8265	7.0	330.0	19.1	393.74	6.56
18.4	19.45547629805619	18.647413100939623	6	19.811174959772288	19.839482897172147	0.77299	0.0	8.14	0.0	0.538	6.495	94.4	4.4547	4.0	307.0	21.0	387.94	12.8
10.4	8.623318062472144	12.27527568413164	6	10.34423090057415	7.383155001072851	25.9406	0.0	18.1	0.0	0.679	5.304	89.1	1.6475	24.0	666.0	20.2	127.36	26.64
18.9	21.083466839045368	20.866663949410718	6	21.0286734683893	21.632884912373726	0.11747	12.5	7.87	0.0	0.524	6.009	82.9	6.2267	5.0	311.0	15.2	396.9	13.27
20.4	21.103219939726976	17.964390904460732	6	18.605945572530338	21.090647333834635	0.13117	0.0	8.56	0.0	0.52	6.127	85.2	2.1224	5.0	384.0	20.9	387.69	14.09
32.5	32.120462273504685	24.810925434922336	6	26.337784284535733	31.9842854916646	0.10008	0.0	2.46	0.0	0.488	6.563	95.6	2.847	3.0	193.0	17.8	396.9	5.68
26.6	27.694990166330605	25.181847844664727	6	25.778619326200346	27.81422407347943	0.05735	0.0	4.49	0.0	0.449	6.63	56.1	4.4377	3.0	247.0	18.5	392.3	6.53
18.8	22.58935991958254	18.851174333275672	6	17.80131977672288	20.939785278216966	0.09849	0.0	25.65	0.0	0.581	5.879	95.8	2.0063	2.0	188.0	19.1	379.38	17.58
8.1	2.4951044496041206	14.920838507688817	6	13.341233748001525	2.5287814164332474	0.20746	0.0	27.74	0.0	0.609	5.093	98.0	1.8226	4.0	711.0	20.1	318.43	29.68
42.3	35.84899123067437	28.79341795602553	6	30.314388635441812	36.667179389899644	0.02177	82.5	2.03	0.0	0.415	7.61	15.7	6.27	2.0	348.0	14.7	395.38	3.11
18.3	18.74162415318022	17.932600461710187	6	17.942781109965175	19.21405378191735	0.26838	0.0	9.69	0.0	0.585	5.794	70.6	2.8927	6.0	391.0	19.2	396.9	14.1
24.5	20.519237680192177	21.46156351786689	6	21.795164236218454	21.184807700329298	0.16439	22.0	5.86	0.0	0.431	6.433	49.1	7.8265	7.0	330.0	19.1	374.71	9.52
13.4	16.67284236220486	14.927016761886792	6	14.0155610409237	16.91443883431479	6.71772	0.0	18.1	0.0	0.713	6.749	92.6	2.3236	24.0	666.0	20.2	0.32	17.44
23.2	25.4091134243369	23.191620178765692	6	23.0192052808532	25.605783112537562	0.07022	0.0	4.05	0.0	0.51	6.02	47.2	3.5549	5.0	296.0	16.6	393.23	10.11
22.5	22.404562674764893	20.641722702869448	6	21.01974548601157	22.068741069135342	0.05188	0.0	4.49	0.0	0.449	6.015	45.1	4.4272	3.0	247.0	18.5	395.99	12.86
6.3	10.609483999496604	11.830288099071097	6	10.173317567620977	10.555012153176591	9.91655	0.0	18.1	0.0	0.693	5.852	77.8	1.5004	24.0	666.0	20.2	338.16	29.97
20.3	21.737892472058917	21.06232751337052	6	20.282992037285755	21.898653991776673	0.08387	0.0	12.83	0.0	0.437	5.874	36.6	4.5026	5.0	398.0	18.7	396.06	9.1
42.8	26.82939800682653	26.331321028688745	6	27.325873228955736	28.404339303248065	0.36894	22.0	5.86	0.0	0.431	8.259	8.4	8.9067	7.0	330.0	19.1	396.9	3.54
28.7	30.251940292823665	28.58348726666427	6	29.3246764983285	30.69406764425299	0.05302	0.0	3.41	0.0	0.489	7.079	63.1	3.4145	2.0	270.0	17.8	396.06	5.7
19.3	22.283726068484647	20.247979263134578	6	20.145906403949397	22.010543808945823	0.17142	0.0	6.91	0.0	0.448	5.682	33.8	5.1004	3.0	233.0	17.9	396.9	10.21
50.0	24.820173658914676	18.00875396215434	6	17.442535797191606	25.68039283662049	9.2323	0.0	18.1	0.0	0.631	6.216	100.0	1.1691	24.0	666.0	20.2	366.15	9.53
8.3	11.407526827583794	13.445268846348485	6	11.59820991764886	10.484509536293757	15.8603	0.0	18.1	0.0	0.679	5.896	95.4	1.9096	24.0	666.0	20.2	7.68	24.39
31.6	32.326427845657676	28.818824103491234	6	29.3590584973414	32.62329135655436	0.41238	0.0	6.2	0.0	0.504	7.163	79.9	3.2157	8.0	307.0	17.4	372.08	6.36
35.4	31.154158607726004	25.683455802390064	6	27.31254270464386	31.61634818414501	0.01311	90.0	1.22	0.0	0.403	7.249	21.9	8.6966	5.0	226.0	17.9	395.93	4.81
19.3	20.267685667078887	19.19831262859611	6	18.737211969560878	20.674511332864093	0.14476	0.0	10.01	0.0	0.547	5.731	65.2	2.7592	6.0	432.0	17.8	391.5	13.61
15.0	18.47548736981662	20.343960924024742	6	20.536757848744397	18.67402459081818	0.22489	12.5	7.87	0.0	0.524	6.377	94.3	6.3467	5.0	311.0	15.2	392.52	20.45
23.0	29.81125568766101	23.788387960104796	6	23.369235119906943	29.52859574591851	0.11425	0.0	13.89	1.0	0.55	6.373	92.4	3.3633	5.0	276.0	16.4	393.74	10.5
19.4	16.45738974875873	18.83836889733414	6	16.93655005861629	17.399701772240046	2.14918	0.0	19.58	0.0	0.871	5.709	98.5	1.6232	5.0	403.0	14.7	261.95	15.79
22.9	25.363519235775485	22.412724824476523	6	22.554490356259254	25.42161837330434	0.03551	25.0	4.86	0.0	0.426	6.167	46.7	5.4007	4.0	281.0	19.0	390.64	7.51
18.2	13.889561770523144	20.284776060953458	6	20.487042787322192	15.018294198326682	0.04301	80.0	1.91	0.0	0.413	5.663	21.9	10.5857	4.0	334.0	22.0	382.8	8.05
23.9	27.651902192648038	23.5848248260574	6	24.097336853546825	27.994273986982705	0.06076	0.0	11.93	0.0	0.573	6.976	91.0	2.1675	1.0	273.0	21.0	396.9	5.64
13.8	11.555310493603379	17.51909244061557	6	15.585018595062389	11.538288396594346	2.37934	0.0	19.58	0.0	0.871	6.13	100.0	1.4191	5.0	403.0	14.7	172.91	27.8
29.8	23.96235964016843	21.28368421634983	6	20.217032983542076	25.21314734957648	4.64689	0.0	18.1	0.0	0.614	6.98	67.6	2.5329	24.0	666.0	20.2	374.68	11.66
21.2	22.632516303706975	21.420051350797255	6	20.964945955452016	23.198249475968023	0.13158	0.0	10.01	0.0	0.547	6.176	72.5	2.7301	6.0	432.0	17.8	393.3	12.04
25.0	21.74897428905711	22.915246270715418	6	23.34140341664316	22.450986004907655	0.1265	25.0	5.13	0.0	0.453	6.762	43.4	7.9809	8.0	284.0	19.7	395.58	9.5
7.2	10.833653599573104	13.774330448367156	6	11.557925350524572	9.673877174095917	18.0846	0.0	18.1	0.0	0.679	6.434	100.0	1.8347	24.0	666.0	20.2	27.25	29.05
20.8	18.942227870383995	14.744323566897656	6	13.94323374595535	19.192082156444947	12.0482	0.0	18.1	0.0	0.614	5.648	87.6	1.9512	24.0	666.0	20.2	291.55	14.1
16.6	15.777561563337294	15.50080191682829	6	16.85784971471436	15.965312482917476	0.67191	0.0	8.14	0.0	0.538	5.813	90.3	4.682	4.0	307.0	21.0	376.88	14.81
13.1	19.384516405314926	15.685398008113285	6	14.495507565854048	20.437012099896474	8.71675	0.0	18.1	0.0	0.693	6.471	98.8	1.7257	24.0	666.0	20.2	391.98	17.12
22.9	29.79436874617771	24.79735495423569	6	24.257450353542378	29.165514277299263	0.04203	28.0	15.04	0.0	0.464	6.442	53.6	3.6659	4.0	270.0	18.2	395.01	8.16
20.6	22.146680129454143	21.22635551839776	6	21.266913934011477	22.368016077099547	0.03306	0.0	5.19	0.0	0.515	6.059	37.3	4.8122	5.0	224.0	20.2	396.14	8.51
24.4	29.281905601151315	25.13825760038332	6	25.554252719389144	28.94347592783258	0.1146	20.0	6.96	0.0	0.464	6.538	58.7	3.9175	3.0	223.0	18.6	394.96	7.73
46.0	39.64592743515482	27.07437932940642	6	28.013444035855308	39.73920432019529	0.06129	20.0	3.33	1.0	0.4429	7.645	49.7	5.2119	5.0	216.0	14.9	377.07	3.01
32.0	34.23160240961057	28.947144780115394	6	29.244360266557337	34.23105334902415	0.09604	40.0	6.41	0.0	0.447	6.854	42.8	4.2673	4.0	254.0	17.6	396.9	2.98
13.8	6.908729524738675	11.892014041985087	6	11.407614985742985	6.345285092075883	11.1081	0.0	18.1	0.0	0.668	4.906	100.0	1.1742	24.0	666.0	20.2	396.9	34.77
9.6	14.966214203926178	13.997739664638331	6	12.562561388439622	15.000142625445065	14.4208	0.0	18.1	0.0	0.74	6.461	93.3	2.0026	24.0	666.0	20.2	27.49	18.05
17.8	8.95244190630919	16.278063829043745	6	14.994135128666228	9.339174181458965	2.33099	0.0	19.58	0.0	0.871	5.186	93.8	1.5296	5.0	403.0	14.7	356.99	28.32
31.1	31.696175314060937	27.413419639802292	6	27.70156273037666	31.87343737877041	0.02187	60.0	2.93	0.0	0.401	6.8	9.9	6.2196	1.0	265.0	15.6	393.37	5.03
10.9	17.983535218031292	13.831270020012113	6	12.627611239052593	18.371616005667242	15.8744	0.0	18.1	0.0	0.671	6.545	99.1	1.5192	24.0	666.0	20.2	396.9	21.08
5.0	10.058418377823124	18.465205800760963	6	16.745756318352875	8.255865134394814	67.9208	0.0	18.1	0.0	0.693	5.683	100.0	1.4254	24.0	666.0	20.2	384.97	22.98
33.1	34.67684382820441	25.98951084807026	6	26.67711297232409	34.55100861749234	0.06127	40.0	6.41	1.0	0.447	6.826	27.6	4.8628	4.0	254.0	17.6	393.45	4.16
18.4	15.48367071173774	16.78820993485306	6	15.810201010162238	15.7778001605223	0.32982	0.0	21.89	0.0	0.624	5.822	95.4	2.4699	4.0	437.0	21.2	388.69	15.03
20.9	20.044237124962322	20.21028002649239	6	20.032759624960416	20.493781791160366	0.12816	12.5	6.07	0.0	0.409	5.885	33.0	6.498	4.0	345.0	18.9	396.9	8.79
32.2	31.269615219874996	26.808621513597412	6	28.011874358679293	31.497901624132865	0.00906	90.0	2.97	0.0	0.4	7.088	20.8	7.3073	1.0	285.0	15.3	394.72	7.85
21.8	19.75138349933797	20.977167520114964	6	19.87054491227109	20.87462248260426	2.81838	0.0	18.1	0.0	0.532	5.762	40.3	4.0983	24.0	666.0	20.2	392.92	10.42
19.9	19.018975864534994	18.916379554045832	6	19.294201824655268	19.584140745889776	0.62739	0.0	8.14	0.0	0.538	5.834	56.5	4.4986	4.0	307.0	21.0	395.62	8.47
31.6	33.547750167721986	25.82651364478206	6	27.05440441821828	34.029434777095446	0.01432	100.0	1.32	0.0	0.411	6.816	40.5	8.3248	5.0	256.0	15.1	392.9	3.95
19.6	21.24221045229677	19.848656708048168	6	20.09394874015835	21.60393733727954	0.10328	25.0	5.13	0.0	0.453	5.927	47.2	6.932	8.0	284.0	19.7	396.9	9.22
41.7	36.749199406184346	32.03372499466457	6	33.038399482494135	37.639141902722734	0.57529	0.0	6.2	0.0	0.507	8.337	73.3	3.8384	8.0	307.0	17.4	385.91	2.47
50.0	35.43730312795472	31.50253441528595	6	32.48732011844692	35.6150685559915	0.05602	0.0	2.46	0.0	0.488	7.831	53.6	3.1992	3.0	193.0	17.8	392.63	4.45
23.2	16.21274922947012	15.224299023584042	6	13.834002128970358	17.3383364554089	5.29305	0.0	18.1	0.0	0.7	6.051	82.5	2.1678	24.0	666.0	20.2	378.38	18.76
19.4	26.164568424772327	22.540407529504094	6	22.200258714765287	26.140321393003966	0.04379	80.0	3.37	0.0	0.398	5.787	31.1	6.6115	4.0	337.0	16.1	396.9	10.24
19.8	18.444334122516164	17.597026172571894	6	17.989804562548475	18.40705977966187	0.24522	0.0	9.9	0.0	0.544	5.782	71.7	4.0317	4.0	304.0	18.4	396.9	15.94
20.6	15.940116450633756	20.808387009942148	6	21.073802440998712	17.23042932275086	0.10659	80.0	1.91	0.0	0.413	5.936	19.5	10.5857	4.0	334.0	22.0	376.04	5.57
19.4	20.00662212187486	17.487664296774117	6	18.2518160896126	20.02785799866603	0.26363	0.0	8.56	0.0	0.52	6.229	91.2	2.5451	5.0	384.0	20.9	391.23	15.55
26.4	28.435783620201846	26.117897621981186	6	25.27364109641469	28.551080830912245	0.09266	34.0	6.09	0.0	0.433	6.495	18.4	5.4917	7.0	329.0	16.1	383.61	8.67
21.5	25.58228961843886	21.613593049950147	6	21.121231911200276	24.70598494854024	0.11069	0.0	13.89	1.0	0.55	5.951	93.8	2.8893	5.0	276.0	16.4	396.9	17.92
37.2	33.236790346529176	28.608437100721837	6	29.37845477363082	33.184386171064915	0.0578	0.0	2.46	0.0	0.488	6.98	58.4	2.829	3.0	193.0	17.8	396.9	5.04
22.0	20.206399291973973	20.76948501507328	6	20.25191203213534	20.691959356939588	0.05789	12.5	6.07	0.0	0.409	5.878	21.4	6.498	4.0	345.0	18.9	396.21	8.1
34.9	28.95639094569237	25.585915572488513	6	26.665942431683497	30.0652294783284	0.0315	95.0	1.47	0.0	0.403	6.975	15.3	7.6534	3.0	402.0	17.0	396.9	4.56
22.5	28.455358779333103	25.027980208376256	6	24.851109399354634	29.20604771943969	0.06466	70.0	2.24	0.0	0.4	6.345	20.1	7.8278	5.0	358.0	14.8	368.24	4.97
10.4	15.950463717136532	20.24798859532231	6	18.793050774378447	13.751403194702569	88.9762	0.0	18.1	0.0	0.671	6.968	91.9	1.4165	24.0	666.0	20.2	396.9	17.21
13.1	15.751851290120854	12.54760181739755	6	11.389709718940903	15.628837766344791	23.6482	0.0	18.1	0.0	0.671	6.38	96.2	1.3861	24.0	666.0	20.2	396.9	23.69
18.5	13.499551277867319	16.137426006681313	6	17.088918825359972	13.599592874707156	0.19133	22.0	5.86	0.0	0.431	5.605	70.2	7.9549	7.0	330.0	19.1	389.13	18.46
28.7	24.891378384612224	23.07147078057861	6	24.02860582676493	25.467226929414423	0.02985	0.0	2.18	0.0	0.458	6.43	58.7	6.0622	3.0	222.0	18.7	394.12	5.21
20.5	22.471841011998713	18.986636245148187	6	17.91082821255764	20.827730535266575	0.09299	0.0	25.65	0.0	0.581	5.961	92.9	2.0869	2.0	188.0	19.1	378.09	17.93
12.0	12.263529417175178	11.184018945576277	6	10.210810856965002	11.925617370118019	15.0234	0.0	18.1	0.0	0.614	5.304	97.3	2.1007	24.0	666.0	20.2	349.48	24.91
7.5	13.992413784313129	14.11765605359642	6	12.440103094094612	13.333344425604423	10.8342	0.0	18.1	0.0	0.679	6.782	90.8	1.8195	24.0	666.0	20.2	21.57	25.79
20.6	28.397442489762785	22.36930545921797	6	22.184646804304997	27.60025905202106	0.04294	28.0	15.04	0.0	0.464	6.249	77.3	3.615	4.0	270.0	18.2	396.9	10.59
24.1	18.38484602926563	22.460291414164068	6	22.925873746816222	20.282455127696757	0.0795	60.0	1.69	0.0	0.411	6.579	35.9	10.7103	4.0	411.0	18.3	370.78	5.49
18.5	19.91471878904777	17.305884235563553	6	18.43235220273189	19.95283483087673	0.28392	0.0	7.38	0.0	0.493	5.708	74.3	4.7211	5.0	287.0	19.6	391.13	11.74
17.4	22.751177757289984	21.199468235778227	6	18.79382616548663	22.50207290570617	1.20742	0.0	19.58	0.0	0.605	5.875	94.6	2.4259	5.0	403.0	14.7	292.29	14.43
22.6	22.018713288439002	24.236895378647894	6	23.206597581974506	23.191966818302085	0.06724	0.0	3.24	0.0	0.46	6.333	17.2	5.2146	4.0	430.0	16.9	375.21	7.34
20.0	20.58057896006021	19.824158852919897	6	19.78330538514478	20.091885012944356	0.18836	0.0	6.91	0.0	0.448	5.786	33.3	5.1004	3.0	233.0	17.9	396.9	14.15
26.5	24.946266002379485	23.248382284890205	6	23.55179772270362	25.591975562025418	0.11432	0.0	8.56	0.0	0.52	6.781	71.3	2.8561	5.0	384.0	20.9	395.58	7.67
25.0	24.521919545554724	23.74418119992781	6	23.54271384309796	24.99568768919103	0.34109	0.0	7.38	0.0	0.493	6.415	40.1	4.7211	5.0	287.0	19.6	396.9	6.12
17.5	17.080598316286654	16.572567842231614	6	17.66702091254639	17.22778509000458	0.7842	0.0	8.14	0.0	0.538	5.99	81.7	4.2579	4.0	307.0	21.0	386.75	14.67
27.1	19.270655730625812	19.968353080157627	6	20.20205296870185	19.441111506881526	0.14455	12.5	7.87	0.0	0.524	6.172	96.1	5.9505	5.0	311.0	15.2	396.9	19.15
21.1	20.178331197452557	20.752546690493563	6	20.813196063690484	20.694781636185954	0.03961	0.0	5.19	0.0	0.515	6.037	34.5	5.9853	5.0	224.0	20.2	396.9	8.01
20.9	21.226487330461406	21.897030138175914	6	21.873025885654332	21.77431457398308	0.03548	80.0	3.64	0.0	0.392	5.876	19.1	9.2203	1.0	315.0	16.4	395.18	9.25
12.7	12.223682516472643	13.886236719971347	6	15.156795853931754	11.772961475796777	1.13081	0.0	8.14	0.0	0.538	5.713	94.1	4.233	4.0	307.0	21.0	360.17	22.6
22.2	23.93329895903792	22.87773755234871	6	23.01429972369159	24.135066046184956	0.1029	30.0	4.93	0.0	0.428	6.358	52.9	7.0355	6.0	300.0	16.6	372.75	11.22
20.6	17.998035137765797	20.03613170337859	6	18.76077605202497	19.14055731231347	2.37857	0.0	18.1	0.0	0.583	5.871	41.9	3.724	24.0	666.0	20.2	370.73	13.34
23.3	23.583085402955632	22.702643266568305	6	21.316146091817693	25.499941568127138	1.42502	0.0	19.58	0.0	0.871	6.51	100.0	1.7659	5.0	403.0	14.7	364.31	7.39
21.0	20.66462031408143	20.068681566867284	6	21.023565123356818	21.03927198893963	1.00245	0.0	8.14	0.0	0.538	6.674	87.3	4.239	4.0	307.0	21.0	380.23	11.98
12.7	13.121768048901941	14.11745355930456	6	13.128580682926579	13.325085992656767	4.66883	0.0	18.1	0.0	0.713	5.976	87.9	2.5806	24.0	666.0	20.2	10.48	19.01
50.0	40.67315325518524	29.89240138091612	6	31.85925001752878	40.99519816753132	0.01381	80.0	0.46	0.0	0.422	7.875	32.0	5.6484	4.0	255.0	14.4	394.23	2.97
27.1	26.608707007885872	24.81728668369977	6	24.415345603728174	26.693173940189055	0.05372	0.0	13.92	0.0	0.437	6.549	51.0	5.9604	4.0	289.0	16.0	392.85	7.39
20.3	19.374744975724994	19.261276530074124	6	19.035529618513642	18.947298916407888	0.14103	0.0	13.92	0.0	0.437	5.79	58.0	6.32	4.0	289.0	16.0	396.9	15.84
33.4	29.25905838034484	26.484972709386454	7	27.30932376375724	28.42972617814415	0.03237	0.0	2.18	0.0	0.458	6.998	45.8	6.0622	3.0	222.0	18.7	394.63	2.94
26.6	28.032240588194043	25.052389820168564	7	25.778619326200346	27.81422407347943	0.05735	0.0	4.49	0.0	0.449	6.63	56.1	4.4377	3.0	247.0	18.5	392.3	6.53
17.8	20.115419867497252	20.656951278518086	7	18.522760707200717	19.42584108907638	8.98296	0.0	18.1	1.0	0.77	6.212	97.4	2.1222	24.0	666.0	20.2	377.73	17.6
15.6	21.22021642003515	20.390788443800865	7	18.547984356193957	19.607327748637502	3.53501	0.0	19.58	1.0	0.871	6.152	82.6	1.7455	5.0	403.0	14.7	88.01	15.02
21.2	22.489022885585957	21.20880658737988	7	21.60364151678688	22.714983318643114	0.12269	0.0	6.91	0.0	0.448	6.069	40.0	5.7209	3.0	233.0	17.9	389.39	9.55
25.0	22.56294980835235	23.131541275580297	7	23.34140341664316	22.450986004907655	0.1265	25.0	5.13	0.0	0.453	6.762	43.4	7.9809	8.0	284.0	19.7	395.58	9.5
30.1	30.37863481038247	25.73143163633658	7	26.1464634734977	30.176075487830072	0.6147	0.0	6.2	0.0	0.507	6.618	80.8	3.2721	8.0	307.0	17.4	396.9	7.6
34.7	30.987860236366842	28.012306890126737	7	29.28136854736566	30.26950578421586	0.02729	0.0	7.07	0.0	0.469	7.185	61.1	4.9671	2.0	242.0	17.8	392.83	4.03
25.0	25.168744098846215	23.277120529013143	7	23.54271384309796	24.99568768919103	0.34109	0.0	7.38	0.0	0.493	6.415	40.1	4.7211	5.0	287.0	19.6	396.9	6.12
17.4	15.73168745798921	16.86440929709527	7	15.472736396669447	15.785768738129903	0.32264	0.0	21.89	0.0	0.624	5.942	93.5	1.9669	4.0	437.0	21.2	378.25	16.9
15.0	18.5874848274892	20.774288952716134	7	20.536757848744397	18.67402459081818	0.22489	12.5	7.87	0.0	0.524	6.377	94.3	6.3467	5.0	311.0	15.2	392.52	20.45
29.1	31.07493527452866	26.99294640053987	7	27.103697269448766	31.607708301934444	0.01439	60.0	2.93	0.0	0.401	6.604	18.8	6.2196	1.0	265.0	15.6	376.7	4.38
23.9	24.546457881787035	22.98085168174804	7	23.506763516728558	24.637592845381654	0.05059	0.0	4.49	0.0	0.449	6.389	48.0	4.7794	3.0	247.0	18.5	396.9	9.62
29.4	30.438080988734047	26.48452736503386	7	26.99619886147811	30.49086749765747	0.06664	0.0	4.05	0.0	0.51	6.546	33.1	3.1323	5.0	296.0	16.6	390.96	5.33
17.8	9.179931524523852	16.54420874680222	7	14.994135128666228	9.339174181458965	2.33099	0.0	19.58	0.0	0.871	5.186	93.8	1.5296	5.0	403.0	14.7	356.99	28.32
8.8	3.4132811865839088	19.900153930409928	7	18.297639735532435	6.6218880451766395	73.5341	0.0	18.1	0.0	0.679	5.957	100.0	1.8026	24.0	666.0	20.2	16.45	20.62
13.8	-1.9242729126364182	15.219199455774017	7	13.668453853872485	1.2293727609337282	18.4982	0.0	18.1	0.0	0.668	4.138	100.0	1.137	24.0	666.0	20.2	396.9	37.97
37.3	34.60443634704509	28.177300796631897	7	27.99727841018182	35.14141140016021	0.07886	80.0	4.95	0.0	0.411	7.148	27.7	5.1167	4.0	245.0	19.2	396.9	3.56
19.2	23.909139867219054	21.044900272699227	7	20.632212610114333	23.81737346796367	0.15098	0.0	10.01	0.0	0.547	6.021	82.6	2.7474	6.0	432.0	17.8	394.51	10.3
13.1	14.81873290977401	15.712242533451168	7	15.824414202320273	14.863169147841816	1.15172	0.0	8.14	0.0	0.538	5.701	95.0	3.7872	4.0	307.0	21.0	358.77	18.35
17.0	23.769223702203067	20.470855434169064	7	18.75537235709938	21.744100731009702	1.41385	0.0	19.58	1.0	0.871	6.129	96.0	1.7494	5.0	403.0	14.7	321.02	15.12
5.0	3.811520319329645	14.206405751012422	7	11.773561511888659	6.4952424371309405	38.3518	0.0	18.1	0.0	0.693	5.453	100.0	1.4896	24.0	666.0	20.2	396.9	30.59
18.8	20.585347790442352	18.53984122678139	7	18.038049773396157	20.873619480376043	0.12329	0.0	10.01	0.0	0.547	5.913	92.9	2.3534	6.0	432.0	17.8	394.95	16.21
15.1	16.984418529168572	14.707924655945472	7	13.572631116497561	17.711949753545014	6.96215	0.0	18.1	0.0	0.7	5.713	97.0	1.9265	24.0	666.0	20.2	394.43	17.11
22.4	24.10421158318063	22.225420668074584	7	22.052570898598493	23.58037459755273	0.06263	0.0	11.93	0.0	0.573	6.593	69.1	2.4786	1.0	273.0	21.0	391.99	9.67
24.6	29.887191670915094	25.391678605589277	7	25.60598833417135	29.54237678350233	0.05425	0.0	4.05	0.0	0.51	6.315	73.4	3.3175	5.0	296.0	16.6	395.6	6.29
41.7	38.60475376712175	31.155471413974805	7	33.038399482494135	37.639141902722734	0.57529	0.0	6.2	0.0	0.507	8.337	73.3	3.8384	8.0	307.0	17.4	385.91	2.47
18.5	19.97246700767137	18.11115313551364	7	18.43235220273189	19.95283483087673	0.28392	0.0	7.38	0.0	0.493	5.708	74.3	4.7211	5.0	287.0	19.6	391.13	11.74
17.4	16.411446805115137	18.215463165189202	7	18.195471565174827	17.14369820849053	0.13554	12.5	6.07	0.0	0.409	5.594	36.8	6.498	4.0	345.0	18.9	396.9	13.09
23.1	24.432753918464805	22.57148748191822	7	22.801374411633756	24.243242867953928	0.40202	0.0	9.9	0.0	0.544	6.382	67.2	3.5325	4.0	304.0	18.4	395.21	10.36
29.1	29.973980258429293	25.86560581567379	7	26.23284975718334	30.65111723981305	0.07978	40.0	6.41	0.0	0.447	6.482	32.1	4.1403	4.0	254.0	17.6	396.9	7.19
